ID,Key,Gemiddelde WOZ,Meest voorkomende postcode
996,BU03071301,324,      3816
997,BU03071302,341,      3816
998,WK030714  ,367,         .
999,BU03071400,358,      3816
1000,BU03071401,409,      3816
1001,BU03071402,287,      3816
1002,BU03071403,384,      3816
1003,WK030715  ,481,         .
1004,BU03071500,466,      3817
1005,BU03071501,557,      3817
1006,BU03071502,484,      3817
1007,BU03071503,375,      3817
1008,WK030716  ,504,         .
1009,BU03071600,407,      3817
1010,BU03071601,620,      3817
1011,BU03071602,470,      3817
1012,BU03071603,,      3817
1013,WK030717  ,570,         .
1014,BU03071700,460,      3818
1015,BU03071701,344,      3818
1016,BU03071702,1053,      3818
1017,BU03071703,900,      3818
1018,BU03071704,558,      3818
1019,BU03071705,788,      3818
1020,BU03071706,333,      3818
1021,BU03071707,1329,      3818
1022,WK030718  ,959,         .
1023,BU03071800,1076,      3818
1024,BU03071801,619,      3818
1025,BU03071802,1173,      3818
1026,BU03071803,753,      3818
1027,BU03071804,1040,      3818
1028,WK030719  ,457,         .
1029,BU03071900,511,      3828
1030,BU03071901,430,      3828
1031,BU03071902,430,      3828
1032,BU03071903,458,      3828
1033,BU03071904,470,      3828
1034,BU03071905,410,      3828
1035,BU03071906,577,      3828
1036,WK030720  ,413,         .
1037,BU03072000,414,      3822
1038,BU03072001,365,      3822
1039,BU03072002,367,      3822
1040,BU03072003,384,      3822
1041,BU03072004,449,      3822
1042,BU03072005,493,      3822
1043,BU03072006,,      3822
1044,BU03072007,,      3823
1045,WK030721  ,415,         .
1046,BU03072100,367,      3823
1047,BU03072101,384,      3823
1048,BU03072102,484,      3823
1049,BU03072103,383,      3823
1050,BU03072104,423,      3823
1051,BU03072105,395,      3823
1052,BU03072106,412,      3823
1053,BU03072107,410,      3823
1054,BU03072108,453,      3823
1055,WK030722  ,605,         .
1056,BU03072201,605,      3824
1057,WK030724  ,417,         .
1058,BU03072400,425,      3824
1059,BU03072402,472,      3824
1060,BU03072403,387,      3824
1061,BU03072404,363,      3824
1062,BU03072405,410,      3824
1063,BU03072407,426,      3824
1064,WK030725  ,194,         .
1065,BU03072500,194,      3821
1066,BU03072501,,      3821
1067,WK030726  ,544,         .
1068,BU03072600,459,      3829
1069,BU03072601,596,      3829
1070,BU03072602,549,      3829
1071,BU03072603,696,      3829
1072,WK030727  ,800,         .
1073,BU03072700,738,      3828
1074,BU03072701,828,      3828
1075,BU03072709,,      3813
1076,WK030728  ,513,         .
1077,BU03072800,492,      3825
1078,BU03072801,547,      3825
1079,BU03072802,486,      3825
1080,BU03072803,574,      3825
1081,BU03072804,510,      3825
1082,WK030729  ,486,         .
1083,BU03072900,530,      3825
1084,BU03072901,333,      3825
1085,BU03072902,560,      3825
1086,WK030730  ,518,         .
1087,BU03073000,540,      3825
1088,BU03073001,503,      3825
1089,WK030731  ,490,         .
1090,BU03073100,386,      3826
1091,BU03073101,455,      3826
1092,BU03073102,538,      3826
1093,BU03073103,459,      3826
1094,BU03073104,619,      3826
1095,BU03073105,797,      3826
1096,BU03073106,,      3826
1097,WK030732  ,,         .
1098,BU03073201,,         .
1099,WK030733  ,,         .
1100,BU03073301,,      3825
1101,BU03073302,,      3825
1102,BU03073303,,      3825
1103,BU03073304,,      3825
1104,WK030734  ,656,         .
1105,BU03073401,633,      3819
1106,BU03073402,539,      3818
1107,BU03073403,800,      3818
1108,GM0362    ,528,         .
1109,WK036201  ,650,         .
1110,BU03620101,824,      1181
1111,BU03620102,563,      1181
1112,WK036202  ,737,         .
1113,BU03620201,1195,      1182
1114,BU03620202,587,      1182
1115,WK036203  ,655,         .
1116,BU03620301,819,      1181
1117,BU03620302,854,      1181
1118,BU03620303,475,      1181
1119,BU03620304,548,      1181
1120,WK036204  ,532,         .
1121,BU03620401,532,      1181
1122,WK036205  ,265,         .
1123,BU03620501,265,      1183
1124,BU03620502,,      1183
1125,WK036206  ,476,         .
1126,BU03620601,488,      1183
1127,BU03620602,593,      1183
1128,BU03620603,428,      1183
1129,BU03620604,435,      1183
1130,WK036207  ,1246,         .
1131,BU03620701,1631,      1183
1132,BU03620702,923,      1184
1133,WK036208  ,459,         .
1134,BU03620801,505,      1182
1135,BU03620802,638,      1185
1136,BU03620803,502,      1185
1137,BU03620804,417,      1185
1138,BU03620805,372,      1185
1139,BU03620806,420,      1185
1140,WK036209  ,405,         .
1141,BU03620901,387,      1186
1142,BU03620902,407,      1186
1143,BU03620903,378,      1186
1144,BU03620904,424,      1186
1145,BU03620905,418,      1186
1146,WK036210  ,473,         .
1147,BU03621001,511,      1188
1148,BU03621002,405,      1188
1149,BU03621003,469,      1186
1150,BU03621004,474,      1188
1151,BU03621005,521,      1186
1152,WK036211  ,514,         .
1153,BU03621101,595,      1187
1154,BU03621102,477,      1187
1155,BU03621103,466,      1187
1156,BU03621104,219,      1185
1157,BU03621105,500,      1187
1158,BU03621106,536,      1187
1159,WK036212  ,657,         .
1160,BU03621201,682,      1187
1161,BU03621202,611,      1187
1162,BU03621203,656,      1187
1163,BU03621204,973,      1187
1164,WK036213  ,,         .
1165,BU03621301,,      1189
1166,BU03621302,649,      1187
1167,WK036214  ,889,         .
1168,BU03621401,907,      1182
1169,BU03621402,,      1187
1170,GM0363    ,517,         .
1171,WK0363AA  ,618,         .
1172,BU0363AA01,395,      1013
1173,BU0363AA02,609,      1013
1174,BU0363AA03,800,      1013
1175,BU0363AA04,403,      1013
1176,BU0363AA05,567,      1013
1177,BU0363AA06,614,      1013
1178,WK0363AB  ,567,         .
1179,BU0363AB01,471,      1015
1180,BU0363AB02,519,      1015
1181,BU0363AB03,627,      1015
1182,BU0363AB04,368,      1015
1183,BU0363AB05,568,      1015
1184,BU0363AB06,601,      1016
1185,BU0363AB07,647,      1016
1186,BU0363AB08,580,      1016
1187,BU0363AB09,510,      1016
1188,BU0363AB10,576,      1016
1189,BU0363AB11,695,      1016
1190,WK0363AC  ,948,         .
1191,BU0363AC01,947,      1015
1192,BU0363AC02,938,      1015
1193,BU0363AC03,908,      1016
1194,BU0363AC04,1113,      1016
1195,WK0363AD  ,535,         .
1196,BU0363AD01,,      1012
1197,BU0363AD02,496,      1012
1198,BU0363AD03,532,      1012
1199,BU0363AD04,561,      1012
1200,BU0363AD05,515,      1012
1201,BU0363AD06,543,      1012
1202,BU0363AD07,499,      1012
1203,BU0363AD08,631,      1012
1204,WK0363AE  ,557,         .
1205,BU0363AE01,492,      1012
1206,BU0363AE02,566,      1012
1207,BU0363AE03,549,      1012
1208,BU0363AE04,690,      1012
1209,BU0363AE05,610,      1012
1210,WK0363AF  ,589,         .
1211,BU0363AF01,815,      1011
1212,BU0363AF02,589,      1011
1213,BU0363AF03,763,      1011
1214,BU0363AF04,510,      1011
1215,BU0363AF05,504,      1011
1216,BU0363AF06,588,      1011
1217,BU0363AF07,589,      1011
1218,BU0363AF08,630,      1011
1219,BU0363AF09,545,      1011
1220,WK0363AG  ,942,         .
1221,BU0363AG01,947,      1017
1222,BU0363AG02,738,      1017
1223,BU0363AG03,639,      1017
1224,BU0363AG04,980,      1017
1225,BU0363AG05,1106,      1017
1226,BU0363AG06,979,      1017
1227,WK0363AH  ,723,         .
1228,BU0363AH01,570,      1017
1229,BU0363AH02,604,      1017
1230,BU0363AH03,686,      1017
1231,BU0363AH04,749,      1017
1232,BU0363AH05,561,      1017
1233,BU0363AH06,656,      1017
1234,BU0363AH07,910,      1017
1235,BU0363AH08,859,      1017
1236,WK0363AJ  ,656,         .
1237,BU0363AJ01,636,      1018
1238,BU0363AJ02,705,      1018
1239,BU0363AJ03,630,      1018
1240,BU0363AJ04,646,      1018
1241,WK0363AK  ,525,         .
1242,BU0363AK01,,      1019
1243,BU0363AK02,486,      1018
1244,BU0363AK03,486,      1018
1245,BU0363AK04,492,      1018
1246,BU0363AK05,432,      1018
1247,BU0363AK06,700,      1018
1248,BU0363AK07,611,      1018
1249,BU0363AK08,549,      1018
1250,WK0363BA  ,,         .
1251,BU0363BA01,,      1047
1252,BU0363BA02,,      1045
1253,BU0363BA03,,      1042
1254,BU0363BA04,,      1041
1255,BU0363BA05,,      1042
1256,BU0363BA06,,      1043
1257,WK0363BB  ,,         .
1258,BU0363BB01,,      1013
1259,BU0363BB02,,      1013
1260,BU0363BB03,,      1013
1261,BU0363BB04,,      1013
1262,BU0363BB05,,      1013
1263,BU0363BB06,,      1013
1264,BU0363BB07,,      1014
1265,BU0363BB08,,      1014
1266,WK0363EA  ,573,         .
1267,BU0363EA01,,      1014
1268,BU0363EA02,,      1014
1269,BU0363EA03,573,      1014
1270,WK0363EB  ,471,         .
1271,BU0363EB01,,      1014
1272,BU0363EB02,,      1014
1273,BU0363EB03,,      1014
1274,BU0363EB04,497,      1013
1275,BU0363EB05,495,      1013
1276,BU0363EB06,429,      1013
1277,BU0363EB07,461,      1013
1278,BU0363EB08,496,      1013
1279,BU0363EB09,,      1014
1280,BU0363EB10,450,      1013
1281,WK0363EC  ,819,         .
1282,BU0363EC01,833,      1014
1283,BU0363EC02,740,      1013
1284,WK0363ED  ,419,         .
1285,BU0363ED01,449,      1061
1286,BU0363ED02,460,      1061
1287,BU0363ED03,435,      1061
1288,BU0363ED04,332,      1055
1289,WK0363EE  ,453,         .
1290,BU0363EE01,421,      1055
1291,BU0363EE02,415,      1055
1292,BU0363EE03,408,      1055
1293,BU0363EE04,442,      1055
1294,BU0363EE05,573,      1056
1295,BU0363EE06,496,      1056
1296,WK0363EF  ,467,         .
1297,BU0363EF01,486,      1056
1298,BU0363EF02,459,      1055
1299,WK0363EG  ,551,         .
1300,BU0363EG01,,      1051
1301,BU0363EG02,603,      1051
1302,BU0363EG03,,      1051
1303,BU0363EG04,500,      1051
1304,WK0363EH  ,482,         .
1305,BU0363EH01,459,      1051
1306,BU0363EH02,446,      1051
1307,BU0363EH03,443,      1051
1308,BU0363EH04,529,      1052
1309,BU0363EH05,477,      1052
1310,BU0363EH06,548,      1051
1311,WK0363EJ  ,509,         .
1312,BU0363EJ01,512,      1052
1313,BU0363EJ02,591,      1052
1314,BU0363EJ03,479,      1052
1315,WK0363EK  ,455,         .
1316,BU0363EK01,,      1056
1317,BU0363EK02,454,      1056
1318,BU0363EK03,443,      1056
1319,BU0363EK04,471,      1056
1320,WK0363EL  ,530,         .
1321,BU0363EL01,511,      1056
1322,BU0363EL02,581,      1056
1323,BU0363EL03,471,      1056
1324,WK0363EM  ,471,         .
1325,BU0363EM01,483,      1057
1326,BU0363EM02,463,      1057
1327,BU0363EM03,469,      1057
1328,BU0363EM04,473,      1057
1329,WK0363EN  ,558,         .
1330,BU0363EN01,556,      1057
1331,BU0363EN02,594,      1057
1332,BU0363EN03,513,      1057
1333,BU0363EN04,537,      1057
1334,WK0363EP  ,526,         .
1335,BU0363EP01,569,      1053
1336,BU0363EP02,501,      1053
1337,WK0363EQ  ,605,         .
1338,BU0363EQ01,605,      1053
1339,WK0363ER  ,566,         .
1340,BU0363ER01,551,      1058
1341,BU0363ER02,579,      1058
1342,WK0363ES  ,478,         .
1343,BU0363ES01,467,      1053
1344,BU0363ES02,460,      1053
1345,BU0363ES03,509,      1053
1346,WK0363ET  ,602,         .
1347,BU0363ET01,570,      1054
1348,BU0363ET02,692,      1054
1349,WK0363EU  ,666,         .
1350,BU0363EU01,618,      1054
1351,BU0363EU02,622,      1054
1352,BU0363EU03,763,      1054
1353,WK0363EV  ,1113,         .
1354,BU0363EV01,959,      1054
1355,BU0363EV02,1242,      1054
1356,WK0363FA  ,204,         .
1357,BU0363FA01,,      1047
1358,BU0363FA02,,      1046
1359,BU0363FA03,,      1046
1360,BU0363FA04,,      1043
1361,BU0363FA05,,      1043
1362,BU0363FA06,,      1046
1363,BU0363FA07,,      1043
1364,BU0363FA08,197,      1043
1365,WK0363FB  ,393,         .
1366,BU0363FB01,,      1067
1367,BU0363FB02,478,      1067
1368,BU0363FB03,389,      1067
1369,BU0363FB04,294,      1067
1370,BU0363FB05,460,      1067
1371,BU0363FB06,340,      1067
1372,BU0363FB07,372,      1067
1373,BU0363FB08,328,      1067
1374,WK0363FC  ,322,         .
1375,BU0363FC01,353,      1063
1376,BU0363FC02,289,      1064
1377,BU0363FC03,320,      1064
1378,WK0363FD  ,339,         .
1379,BU0363FD01,353,      1063
1380,BU0363FD02,408,      1063
1381,BU0363FD03,316,      1063
1382,BU0363FD04,312,      1063
1383,WK0363FE  ,337,         .
1384,BU0363FE01,251,      1064
1385,BU0363FE02,275,      1064
1386,BU0363FE03,418,      1064
1387,BU0363FE04,,      1064
1388,WK0363FF  ,766,         .
1389,BU0363FF01,747,      1067
1390,BU0363FF02,,      1067
1391,BU0363FF03,1021,      1060
1392,WK0363FG  ,534,         .
1393,BU0363FG01,468,      1069
1394,BU0363FG02,532,      1060
1395,BU0363FG03,585,      1060
1396,WK0363FH  ,325,         .
1397,BU0363FH01,,      1069
1398,BU0363FH02,327,      1069
1399,WK0363FJ  ,381,         .
1400,BU0363FJ01,328,      1069
1401,BU0363FJ02,345,      1069
1402,BU0363FJ03,384,      1069
1403,BU0363FJ04,425,      1069
1404,WK0363FK  ,356,         .
1405,BU0363FK01,273,      1068
1406,BU0363FK02,450,      1068
1407,BU0363FK03,356,      1068
1408,BU0363FK04,356,      1068
1409,BU0363FK05,387,      1068
1410,WK0363FL  ,458,         .
1411,BU0363FL01,561,      1064
1412,BU0363FL02,473,      1065
1413,BU0363FL03,363,      1065
1414,WK0363FM  ,418,         .
1415,BU0363FM01,366,      1061
1416,BU0363FM02,443,      1061
1417,BU0363FM03,506,      1057
1418,BU0363FM04,386,      1062
1419,BU0363FM05,512,      1058
1420,BU0363FM06,296,      1062
1421,WK0363FN  ,410,         .
1422,BU0363FN01,415,      1065
1423,BU0363FN02,361,      1065
1424,BU0363FN03,354,      1066
1425,BU0363FN04,492,      1066
1426,WK0363FP  ,362,         .
1427,BU0363FP01,292,      1062
1428,BU0363FP02,468,      1062
1429,BU0363FP03,826,      1058
1430,BU0363FP04,312,      1062
1431,BU0363FP05,305,      1059
1432,BU0363FP06,,      1062
1433,WK0363FQ  ,538,         .
1434,BU0363FQ01,569,      1066
1435,BU0363FQ02,525,      1066
1436,BU0363FQ03,528,      1066
1437,BU0363FQ04,584,      1066
1438,BU0363FQ05,423,      1066
1439,BU0363FQ06,509,      1066
1440,BU0363FQ07,1212,      1066
1441,BU0363FQ08,624,      1066
1442,BU0363FQ09,436,      1066
1443,BU0363FQ10,,      1066
1444,WK0363KA  ,565,         .
1445,BU0363KA01,549,      1058
1446,BU0363KA02,632,      1058
1447,BU0363KA03,606,      1058
1448,BU0363KA04,523,      1059
1449,BU0363KA05,564,      1059
1450,BU0363KA06,,      1059
1451,WK0363KB  ,548,         .
1452,BU0363KB01,561,      1075
1453,BU0363KB02,527,      1075
1454,WK0363KC  ,1210,         .
1455,BU0363KC01,,      1075
1456,BU0363KC02,1371,      1075
1457,BU0363KC03,1016,      1075
1458,BU0363KC04,1394,      1075
1459,WK0363KD  ,1175,         .
1460,BU0363KD01,,      1071
1461,BU0363KD02,1489,      1071
1462,BU0363KD03,1373,      1071
1463,BU0363KD04,1224,      1071
1464,BU0363KD05,,      1071
1465,BU0363KD06,1828,      1071
1466,BU0363KD07,1094,      1071
1467,BU0363KD08,1267,      1071
1468,BU0363KD09,643,      1071
1469,BU0363KD10,686,      1071
1470,WK0363KE  ,558,         .
1471,BU0363KE01,586,      1072
1472,BU0363KE02,559,      1073
1473,BU0363KE03,496,      1072
1474,BU0363KE04,528,      1073
1475,BU0363KE05,657,      1074
1476,WK0363KF  ,528,         .
1477,BU0363KF01,533,      1072
1478,BU0363KF02,526,      1072
1479,BU0363KF03,540,      1073
1480,BU0363KF04,506,      1074
1481,WK0363KG  ,502,         .
1482,BU0363KG01,500,      1073
1483,BU0363KG02,485,      1073
1484,BU0363KG03,520,      1074
1485,WK0363KH  ,568,         .
1486,BU0363KH01,510,      1075
1487,BU0363KH02,729,      1076
1488,BU0363KH03,434,      1076
1489,BU0363KH04,559,      1076
1490,BU0363KH05,593,      1076
1491,BU0363KH06,,      1076
1492,WK0363KJ  ,1282,         .
1493,BU0363KJ01,,      1077
1494,BU0363KJ02,1343,      1077
1495,BU0363KJ03,1185,      1077
1496,BU0363KJ04,984,      1077
1497,BU0363KJ05,1504,      1077
1498,BU0363KJ06,2250,      1077
1499,WK0363KK  ,677,         .
1500,BU0363KK01,773,      1078
1501,BU0363KK02,679,      1078
1502,BU0363KK03,712,      1078
1503,BU0363KK04,648,      1079
1504,BU0363KK05,504,      1079
1505,BU0363KK06,638,      1079
